127.0.0.1, 2011-12-30 00:11:50, GET, /, HTTP/1.1, 303, 0.003000
127.0.0.1, 2011-12-30 00:13:40, GET, /admin/static/images/delete_icon.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-12-30 00:13:40, GET, /admin/static/images/test_icon.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:13:46, GET, /admin/default/peek/googlemaps/views/plugin_gmap/index.html, HTTP/1.1, 200, 0.071000
127.0.0.1, 2011-12-30 00:13:51, GET, /admin/default/plugin/googlemaps/gmap, HTTP/1.1, 200, 0.072000
127.0.0.1, 2011-12-30 00:13:53, GET, /admin/default/peek/googlemaps/models/plugin_gmap.py, HTTP/1.1, 200, 0.048000
127.0.0.1, 2011-12-30 00:20:48, GET, /admin/default/plugin/googlemaps/gmap, HTTP/1.1, 200, 0.073000
127.0.0.1, 2011-12-30 00:20:50, GET, /admin/default/peek/googlemaps/views/plugin_gmap/index.html, HTTP/1.1, 200, 0.053000
127.0.0.1, 2011-12-30 00:21:13, GET, /admin/default/plugin/googlemaps/gmap, HTTP/1.1, 200, 0.061000
127.0.0.1, 2011-12-30 00:21:16, GET, /admin/default/peek/googlemaps/models/plugin_gmap.py, HTTP/1.1, 200, 0.048000
127.0.0.1, 2011-12-30 00:21:17, GET, /admin/default/plugin/googlemaps/gmap, HTTP/1.1, 200, 0.065000
127.0.0.1, 2011-12-30 00:21:18, GET, /admin/default/peek/googlemaps/controllers/plugin_gmap.py, HTTP/1.1, 200, 0.053000
127.0.0.1, 2011-12-30 00:21:35, GET, /admin/default/plugin/googlemaps/gmap, HTTP/1.1, 200, 0.070000
127.0.0.1, 2011-12-30 00:22:28, GET, /admin/default/peek/googlemaps/views/plugin_gmap/index.html, HTTP/1.1, 200, 0.049000
127.0.0.1, 2011-12-30 00:22:32, GET, /admin/default/edit/googlemaps/views/plugin_gmap/index.html, HTTP/1.1, 200, 0.067000
127.0.0.1, 2011-12-30 00:22:32, GET, /admin/static/edit_area/edit_area_full.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:32, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/images/save_icon.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/langs/en.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/reg_syntax/html.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/plugins/zencoding/zencoding.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/plugins/zencoding/core.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/plugins/zencoding/langs/en.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/search.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/fullscreen.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/spacer.gif, HTTP/1.1, 200, 0.002000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/redo.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/undo.gif, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/go_to_line.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/help.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/close.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/move.gif, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/smooth_selection.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/statusbar_resize.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/highlight.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:33, GET, /admin/static/edit_area/images/reset_highlight.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:22:43, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.050000
127.0.0.1, 2011-12-30 00:23:21, GET, /admin/default/site, HTTP/1.1, 200, 0.076000
127.0.0.1, 2011-12-30 00:23:24, GET, /admin/default/twitter, HTTP/1.1, 200, 2.597000
127.0.0.1, 2011-12-30 00:23:26, GET, /googlemaps/default/index, HTTP/1.1, 500, 0.088000
127.0.0.1, 2011-12-30 00:23:28, GET, /admin/default/site, HTTP/1.1, 200, 0.089000
127.0.0.1, 2011-12-30 00:23:31, GET, /admin/default/twitter, HTTP/1.1, 200, 2.158000
127.0.0.1, 2011-12-30 00:23:33, GET, /admin/default/design/googlemaps, HTTP/1.1, 200, 0.143000
127.0.0.1, 2011-12-30 00:23:43, GET, /admin/default/site, HTTP/1.1, 200, 0.076000
127.0.0.1, 2011-12-30 00:23:45, GET, /admin/default/twitter, HTTP/1.1, 200, 1.848000
127.0.0.1, 2011-12-30 00:23:52, GET, /googlemaps/default/index, HTTP/1.1, 500, 0.079000
127.0.0.1, 2011-12-30 00:23:54, GET, /admin/default/site, HTTP/1.1, 200, 0.072000
127.0.0.1, 2011-12-30 00:23:56, GET, /welcome/default/index, HTTP/1.1, 200, 0.044000
127.0.0.1, 2011-12-30 00:23:57, GET, /admin/default/twitter, HTTP/1.1, 200, 2.572000
127.0.0.1, 2011-12-30 00:24:05, GET, /welcome/default/index, HTTP/1.1, 200, 0.088000
127.0.0.1, 2011-12-30 00:24:09, GET, /admin/default/index, HTTP/1.1, 303, 0.020000
127.0.0.1, 2011-12-30 00:24:09, GET, /admin/default/site, HTTP/1.1, 200, 0.062000
127.0.0.1, 2011-12-30 00:24:11, GET, /admin/default/twitter, HTTP/1.1, 200, 1.750000
127.0.0.1, 2011-12-30 00:24:13, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.133000
127.0.0.1, 2011-12-30 00:24:13, GET, /admin/static/images/folder_sm.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:24:23, POST, /admin/default/design/welcome, HTTP/1.1, 303, 0.085000
127.0.0.1, 2011-12-30 00:24:23, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.134000
127.0.0.1, 2011-12-30 00:24:26, GET, /admin/default/plugin/welcome/gmap, HTTP/1.1, 200, 0.072000
127.0.0.1, 2011-12-30 00:24:33, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.156000
127.0.0.1, 2011-12-30 00:24:35, GET, /admin/default/site, HTTP/1.1, 200, 0.071000
127.0.0.1, 2011-12-30 00:24:37, GET, /admin/default/twitter, HTTP/1.1, 200, 1.761000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/default/index, HTTP/1.1, 200, 0.488000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/favicon.ico, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/js/jquery.js, HTTP/1.1, 200, 0.012000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/js/calendar.js, HTTP/1.1, 200, 0.012000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/css/calendar.css, HTTP/1.1, 200, 0.012000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/js/web2py.js, HTTP/1.1, 200, 0.013000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/css/skeleton.css, HTTP/1.1, 200, 0.013000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/css/web2py.css, HTTP/1.1, 200, 0.007000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/css/examples.css, HTTP/1.1, 200, 0.010000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/js/superfish.js, HTTP/1.1, 200, 0.007000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/css/superfish.css, HTTP/1.1, 200, 0.007000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/images/web2py_logo.png, HTTP/1.1, 200, 0.007000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/images/tag-cloud-color-small.png, HTTP/1.1, 200, 0.006000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/images/tablet.png, HTTP/1.1, 200, 0.005000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/images/poweredby.png, HTTP/1.1, 200, 0.005000
127.0.0.1, 2011-12-30 00:24:37, GET, /examples/static/images/shadow-bottom.png, HTTP/1.1, 200, 0.005000
127.0.0.1, 2011-12-30 00:24:38, GET, /examples/static/images/back-02.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 00:24:46, GET, /admin/default/site, HTTP/1.1, 200, 0.075000
127.0.0.1, 2011-12-30 00:24:48, GET, /admin/default/twitter, HTTP/1.1, 200, 2.533000
127.0.0.1, 2011-12-30 00:26:07, GET, /admin/default/uninstall/googlemaps, HTTP/1.1, 200, 0.066000
127.0.0.1, 2011-12-30 00:26:09, POST, /admin/default/uninstall/googlemaps, HTTP/1.1, 303, 0.084000
127.0.0.1, 2011-12-30 00:26:09, GET, /admin/default/site, HTTP/1.1, 200, 0.066000
127.0.0.1, 2011-12-30 00:26:11, GET, /admin/default/twitter, HTTP/1.1, 200, 1.776000
127.0.0.1, 2011-12-30 00:26:12, GET, /welcome/default/index, HTTP/1.1, 200, 0.045000
127.0.0.1, 2011-12-30 00:26:14, GET, /admin/default/index, HTTP/1.1, 303, 0.014000
127.0.0.1, 2011-12-30 00:26:14, GET, /admin/default/site, HTTP/1.1, 200, 0.060000
127.0.0.1, 2011-12-30 00:26:16, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.176000
127.0.0.1, 2011-12-30 00:26:16, GET, /admin/default/twitter, HTTP/1.1, 200, 1.678000
127.0.0.1, 2011-12-30 00:26:19, GET, /admin/default/plugin/welcome/gmap, HTTP/1.1, 200, 0.083000
127.0.0.1, 2011-12-30 00:26:25, GET, /admin/default/peek/welcome/models/plugin_gmap.py, HTTP/1.1, 200, 0.051000
127.0.0.1, 2011-12-30 17:21:14, GET, /, HTTP/1.1, 303, 0.002000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/default/index, HTTP/1.1, 200, 0.232000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/favicon.ico, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/css/web2py.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/css/superfish.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 200, 0.009000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.003000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/js/superfish.js, HTTP/1.1, 200, 0.004000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 200, 0.003000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:14, GET, /welcome/static/images/shadow.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/default/index, HTTP/1.1, 200, 0.169000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/css/calendar.css, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/js/calendar.js, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/css/styles.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/js/web2py.js, HTTP/1.1, 200, 0.037000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/js/jquery.js, HTTP/1.1, 200, 0.044000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 200, 0.036000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 200, 0.036000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 200, 0.016000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/images/header_bg.png, HTTP/1.1, 200, 0.012000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/images/start.png, HTTP/1.1, 200, 0.011000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 200, 0.008000
127.0.0.1, 2011-12-30 17:21:19, GET, /admin/static/images/menu.png, HTTP/1.1, 200, 0.010000
127.0.0.1, 2011-12-30 17:21:19, GET, /favicon.ico, HTTP/1.1, 400, 0.001000
127.0.0.1, 2011-12-30 17:21:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-12-30 17:21:22, POST, /admin/default/index, HTTP/1.1, 303, 0.054000
127.0.0.1, 2011-12-30 17:21:22, GET, /admin/default/site, HTTP/1.1, 200, 0.086000
127.0.0.1, 2011-12-30 17:21:22, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 200, 0.009000
127.0.0.1, 2011-12-30 17:21:22, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 200, 0.017000
127.0.0.1, 2011-12-30 17:21:22, GET, /admin/static/images/small_button.png, HTTP/1.1, 200, 0.019000
127.0.0.1, 2011-12-30 17:21:22, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 200, 0.017000
127.0.0.1, 2011-12-30 17:21:22, GET, /admin/static/images/folder.png, HTTP/1.1, 200, 0.019000
127.0.0.1, 2011-12-30 17:21:22, GET, /favicon.ico, HTTP/1.1, 400, 0.001000
127.0.0.1, 2011-12-30 17:21:22, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-12-30 17:21:22, POST, /admin/default/check_version, HTTP/1.1, 200, 0.581000
127.0.0.1, 2011-12-30 17:21:24, GET, /admin/default/twitter, HTTP/1.1, 200, 2.115000
127.0.0.1, 2011-12-30 17:21:41, POST, /admin/default/site, HTTP/1.1, 200, 0.305000
127.0.0.1, 2011-12-30 17:21:45, GET, /admin/default/twitter, HTTP/1.1, 200, 3.451000
127.0.0.1, 2011-12-30 17:21:50, POST, /admin/default/site, HTTP/1.1, 303, 0.966000
127.0.0.1, 2011-12-30 17:21:50, GET, /admin/default/site, HTTP/1.1, 200, 0.061000
127.0.0.1, 2011-12-30 17:21:52, GET, /admin/default/twitter, HTTP/1.1, 200, 1.929000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/default/index, HTTP/1.1, 200, 1.120000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.050000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/favicon.ico, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/js/jquery.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/css/calendar.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/css/superfish.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/js/superfish.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/js/calendar.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/js/web2py.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/images/poweredby.png, HTTP/1.1, 200, 0.004000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/css/skeleton.css, HTTP/1.1, 200, 0.007000
127.0.0.1, 2011-12-30 17:21:54, GET, /Cards/static/css/web2py.css, HTTP/1.1, 200, 0.004000
127.0.0.1, 2011-12-30 17:21:57, GET, /admin/default/site, HTTP/1.1, 200, 0.069000
127.0.0.1, 2011-12-30 17:22:00, GET, /admin/default/twitter, HTTP/1.1, 200, 1.931000
127.0.0.1, 2011-12-30 17:22:00, GET, /admin/default/design/Cards, HTTP/1.1, 200, 0.161000
127.0.0.1, 2011-12-30 17:22:00, GET, /admin/static/images/search.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:22:00, GET, /admin/static/images/help.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:22:00, GET, /admin/static/images/delete_icon.png, HTTP/1.1, 200, 0.002000
127.0.0.1, 2011-12-30 17:22:00, GET, /admin/static/images/test_icon.png, HTTP/1.1, 200, 0.002000
127.0.0.1, 2011-12-30 17:22:00, GET, /admin/static/images/folder_sm.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-12-30 17:22:03, GET, /admin/default/peek/Cards/models/db_cards.py, HTTP/1.1, 200, 0.061000
127.0.0.1, 2011-12-30 17:22:06, GET, /admin/default/design/Cards, HTTP/1.1, 200, 0.133000
